page_id	source_pdf	source_scan_page	edition_volume	edition_pdf	entry_start_pdf_page
08-029	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	29	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	21
08-030	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	30	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	22
08-031	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	31	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	22
08-032	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	32	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	23
08-033	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	33	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	24
08-034	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	34	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	25
08-035	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	35	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	26
08-036	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	36	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	27
08-037	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	37	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	27
08-038	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	38	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	28
08-039	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	39	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	29
08-040	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	40	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	29
08-041	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	41	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	30
08-042	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	42	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	31
08-043	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	43	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	32
08-044	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	44	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	32
08-045	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	45	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	33
08-046	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	46	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	34
08-047	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	47	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	35
08-048	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	48	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	35
08-049	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	49	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	36
08-050	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	50	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	37
08-051	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	51	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	37
08-052	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	52	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	38
08-053	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	53	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	39
08-054	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	54	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	40
08-055	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	55	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	40
08-056	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	56	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	41
08-057	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	57	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	42
08-058	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	58	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	42
08-059	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	59	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	43
08-060	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	60	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	44
08-061	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	61	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	45
08-062	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	62	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	46
08-063	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	63	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	46
08-064	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	64	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	47
08-065	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	65	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	48
08-066	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	66	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	48
08-067	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	67	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	49
08-068	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	68	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	49
08-069	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	69	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	49
08-070	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	70	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	50
08-071	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	71	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	50
08-072	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	72	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	51
08-073	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	73	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	51
08-074	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	74	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	52
08-075	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	75	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	52
08-076	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	76	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	53
08-077	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	77	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	53
08-078	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	78	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	54
08-079	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	79	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	54
08-080	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	80	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	55
08-081	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	81	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	55
08-082	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	82	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	56
08-083	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	83	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	56
08-084	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	84	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	57
08-085	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	85	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	58
08-086	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	86	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	58
08-087	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	87	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	59
08-088	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	88	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	60
08-089	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	89	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	60
08-090	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	90	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	61
08-091	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	91	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	61
08-092	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	92	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	62
08-093	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	93	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	62
08-094	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	94	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	63
08-095	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	95	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	63
08-096	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	96	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	63
08-097	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	97	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	64
08-098	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	98	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	64
08-099	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	99	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	65
08-100	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	100	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	65
08-101	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	101	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	66
08-102	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	102	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	66
08-103	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	103	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	67
08-104	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	104	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	67
08-105	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	105	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	67
08-106	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	106	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	68
08-107	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	107	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	68
08-108	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	108	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	68
08-109	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	109	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	69
08-110	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	110	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	69
08-111	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	111	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	69
08-112	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	112	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	70
08-113	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	113	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	70
08-114	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	114	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	71
08-115	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	115	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	71
08-116	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	116	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	72
08-117	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	117	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	72
08-118	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	118	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	73
08-119	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	119	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	74
08-120	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	120	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	74
08-121	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	121	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	74
08-122	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	122	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	75
08-123	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	123	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	75
08-124	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	124	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	76
08-125	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	125	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	76
08-126	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	126	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	76
08-127	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	127	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	77
08-128	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	128	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	77
08-129	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	129	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	78
08-130	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	130	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	78
08-131	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	131	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	79
08-132	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	132	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	79
08-133	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	133	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	79
08-134	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	134	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	80
08-135	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	135	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	80
08-136	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	136	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	81
08-137	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	137	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	81
08-138	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	138	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	81
08-139	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	139	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	82
08-140	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	140	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	82
08-141	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	141	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	82
08-142	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	142	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	83
08-143	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	143	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	84
08-144	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	144	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	84
08-145	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	145	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	84
08-146	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	146	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	85
08-147	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	147	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	85
08-148	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	148	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	85
08-149	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	149	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	86
08-150	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	150	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	87
08-151	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	151	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	87
08-152	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	152	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	87
08-153	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	153	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	88
08-154	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	154	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	88
08-155	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	155	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	88
08-156	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	156	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	89
08-157	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	157	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	89
08-158	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	158	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	89
08-159	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	159	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	90
08-160	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	160	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	91
08-161	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	161	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	91
08-162	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	162	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	91
08-163	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	163	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	94
08-164	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	164	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	94
08-165	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	165	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	95
08-166	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	166	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	95
08-167	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	167	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	95
09-001	George Douglas Papers Folder 6 - Correspondence.pdf	1	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	4
09-002	George Douglas Papers Folder 6 - Correspondence.pdf	2	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	4
09-003	George Douglas Papers Folder 6 - Correspondence.pdf	3	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	4
09-004	George Douglas Papers Folder 6 - Correspondence.pdf	4	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	5
09-005	George Douglas Papers Folder 6 - Correspondence.pdf	5	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	6
09-006	George Douglas Papers Folder 6 - Correspondence.pdf	6	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	6
09-007	George Douglas Papers Folder 6 - Correspondence.pdf	7	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	7
09-008	George Douglas Papers Folder 6 - Correspondence.pdf	8	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	7
09-009	George Douglas Papers Folder 6 - Correspondence.pdf	9	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	7
09-010	George Douglas Papers Folder 6 - Correspondence.pdf	10	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	8
09-011	George Douglas Papers Folder 6 - Correspondence.pdf	11	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	8
09-012	George Douglas Papers Folder 6 - Correspondence.pdf	12	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	9
09-013	George Douglas Papers Folder 6 - Correspondence.pdf	13	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	9
09-014	George Douglas Papers Folder 6 - Correspondence.pdf	14	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	10
09-015	George Douglas Papers Folder 6 - Correspondence.pdf	15	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	10
09-016	George Douglas Papers Folder 6 - Correspondence.pdf	16	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	10
09-017	George Douglas Papers Folder 6 - Correspondence.pdf	17	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	11
09-018	George Douglas Papers Folder 6 - Correspondence.pdf	18	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	11
09-019	George Douglas Papers Folder 6 - Correspondence.pdf	19	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	12
09-020	George Douglas Papers Folder 6 - Correspondence.pdf	20	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	12
09-021	George Douglas Papers Folder 6 - Correspondence.pdf	21	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	13
09-022	George Douglas Papers Folder 6 - Correspondence.pdf	22	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	13
09-023	George Douglas Papers Folder 6 - Correspondence.pdf	23	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	14
09-024	George Douglas Papers Folder 6 - Correspondence.pdf	24	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	14
09-025	George Douglas Papers Folder 6 - Correspondence.pdf	25	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	14
09-026	George Douglas Papers Folder 6 - Correspondence.pdf	26	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	15
09-027	George Douglas Papers Folder 6 - Correspondence.pdf	27	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	15
09-028	George Douglas Papers Folder 6 - Correspondence.pdf	28	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	15
09-029	George Douglas Papers Folder 6 - Correspondence.pdf	29	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	16
09-030	George Douglas Papers Folder 6 - Correspondence.pdf	30	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	16
09-031	George Douglas Papers Folder 6 - Correspondence.pdf	31	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	17
09-032	George Douglas Papers Folder 6 - Correspondence.pdf	32	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	17
09-033	George Douglas Papers Folder 6 - Correspondence.pdf	33	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	18
09-034	George Douglas Papers Folder 6 - Correspondence.pdf	34	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	18
09-035	George Douglas Papers Folder 6 - Correspondence.pdf	35	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	19
09-036	George Douglas Papers Folder 6 - Correspondence.pdf	36	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	19
09-037	George Douglas Papers Folder 6 - Correspondence.pdf	37	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	19
09-038	George Douglas Papers Folder 6 - Correspondence.pdf	38	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	20
09-039	George Douglas Papers Folder 6 - Correspondence.pdf	39	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	20
09-040	George Douglas Papers Folder 6 - Correspondence.pdf	40	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	21
09-041	George Douglas Papers Folder 6 - Correspondence.pdf	41	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	21
09-042	George Douglas Papers Folder 6 - Correspondence.pdf	42	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	22
09-043	George Douglas Papers Folder 6 - Correspondence.pdf	43	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	22
09-044	George Douglas Papers Folder 6 - Correspondence.pdf	44	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	22
09-045	George Douglas Papers Folder 6 - Correspondence.pdf	45	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	23
09-046	George Douglas Papers Folder 6 - Correspondence.pdf	46	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	24
09-047	George Douglas Papers Folder 6 - Correspondence.pdf	47	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	24
09-048	George Douglas Papers Folder 6 - Correspondence.pdf	48	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	25
09-049	George Douglas Papers Folder 6 - Correspondence.pdf	49	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	25
09-050	George Douglas Papers Folder 6 - Correspondence.pdf	50	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	26
09-051	George Douglas Papers Folder 6 - Correspondence.pdf	51	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	27
09-052	George Douglas Papers Folder 6 - Correspondence.pdf	52	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	27
09-053	George Douglas Papers Folder 6 - Correspondence.pdf	53	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	27
09-054	George Douglas Papers Folder 6 - Correspondence.pdf	54	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	28
09-055	George Douglas Papers Folder 6 - Correspondence.pdf	55	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	28
09-056	George Douglas Papers Folder 6 - Correspondence.pdf	56	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	28
09-057	George Douglas Papers Folder 6 - Correspondence.pdf	57	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	29
09-058	George Douglas Papers Folder 6 - Correspondence.pdf	58	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	29
09-059	George Douglas Papers Folder 6 - Correspondence.pdf	59	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	30
09-060	George Douglas Papers Folder 6 - Correspondence.pdf	60	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	30
09-061	George Douglas Papers Folder 6 - Correspondence.pdf	61	VII	George-Douglas-Annotated-Transcription-Volume-VII.pdf	31
