page_id	source_pdf	source_scan_page	edition_volume	edition_pdf	entry_start_pdf_page
06-052	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	52	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	27
06-053	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	53	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	28
06-054	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	54	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	28
06-055	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	55	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	29
06-056	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	56	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	29
06-057	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	57	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	30
06-058	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	58	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	30
06-059	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	59	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	31
06-060	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	60	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	31
06-061	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	61	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	31
06-062	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	62	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	32
06-063	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	63	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	32
06-064	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	64	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	33
06-065	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	65	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	34
06-066	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	66	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	34
06-067	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	67	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	34
06-068	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	68	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	35
06-069	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	69	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	35
06-070	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	70	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	35
06-071	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	71	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	36
06-072	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	72	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	36
06-073	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	73	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	37
06-074	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	74	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	37
06-075	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	75	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	38
06-076	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	76	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	38
06-077	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	77	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	38
06-078	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	78	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	38
06-079	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	79	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	39
06-080	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	80	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	39
06-081	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	81	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	39
06-082	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	82	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	39
06-083	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	83	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	40
06-084	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	84	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	40
06-085	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	85	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	40
06-086	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	86	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	40
06-087	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	87	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	41
06-088	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	88	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	42
06-089	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	89	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	42
06-090	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	90	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	43
06-091	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	91	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	43
06-092	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	92	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	44
06-093	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	93	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	44
06-094	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	94	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	45
06-095	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	45
06-096	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	96	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	46
06-097	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	97	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	46
06-098	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	47
06-099	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	99	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	48
06-100	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	100	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	48
06-101	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	49
06-102	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	49
06-103	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	103	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	50
06-104	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	104	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	50
06-105	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	105	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	51
06-106	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	106	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	51
06-107	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	52
06-108	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	108	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	52
06-109	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	109	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	53
06-110	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	53
06-111	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	111	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	54
06-112	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	112	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	54
06-113	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	113	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	55
06-114	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	56
06-115	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	115	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	56
06-116	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	116	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	57
06-117	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	117	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	58
06-118	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	118	IV	George-Douglas-Annotated-Transcription-Volume-IV.pdf	58
07-001	George Douglas Papers Folder 4- Correspondence.pdf	1	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	4
07-002	George Douglas Papers Folder 4- Correspondence.pdf	2	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	4
07-003	George Douglas Papers Folder 4- Correspondence.pdf	3	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	4
07-004	George Douglas Papers Folder 4- Correspondence.pdf	4	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	5
07-005	George Douglas Papers Folder 4- Correspondence.pdf	5	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	5
07-006	George Douglas Papers Folder 4- Correspondence.pdf	6	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	6
07-007	George Douglas Papers Folder 4- Correspondence.pdf	7	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	7
07-008	George Douglas Papers Folder 4- Correspondence.pdf	8	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	7
07-009	George Douglas Papers Folder 4- Correspondence.pdf	9	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	7
07-010	George Douglas Papers Folder 4- Correspondence.pdf	10	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	8
07-011	George Douglas Papers Folder 4- Correspondence.pdf	11	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	8
07-012	George Douglas Papers Folder 4- Correspondence.pdf	12	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	9
07-013	George Douglas Papers Folder 4- Correspondence.pdf	13	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	9
07-014	George Douglas Papers Folder 4- Correspondence.pdf	14	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	9
07-015	George Douglas Papers Folder 4- Correspondence.pdf	15	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	10
07-016	George Douglas Papers Folder 4- Correspondence.pdf	16	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	11
07-017	George Douglas Papers Folder 4- Correspondence.pdf	17	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	11
07-018	George Douglas Papers Folder 4- Correspondence.pdf	18	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	12
07-019	George Douglas Papers Folder 4- Correspondence.pdf	19	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	12
07-020	George Douglas Papers Folder 4- Correspondence.pdf	20	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	13
07-021	George Douglas Papers Folder 4- Correspondence.pdf	21	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	13
07-022	George Douglas Papers Folder 4- Correspondence.pdf	22	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	13
07-023	George Douglas Papers Folder 4- Correspondence.pdf	23	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	14
07-024	George Douglas Papers Folder 4- Correspondence.pdf	24	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	14
07-025	George Douglas Papers Folder 4- Correspondence.pdf	25	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	14
07-026	George Douglas Papers Folder 4- Correspondence.pdf	26	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	15
07-027	George Douglas Papers Folder 4- Correspondence.pdf	27	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	15
07-028	George Douglas Papers Folder 4- Correspondence.pdf	28	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	16
07-029	George Douglas Papers Folder 4- Correspondence.pdf	29	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	16
07-030	George Douglas Papers Folder 4- Correspondence.pdf	30	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	16
07-031	George Douglas Papers Folder 4- Correspondence.pdf	31	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	17
07-032	George Douglas Papers Folder 4- Correspondence.pdf	32	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	17
07-033	George Douglas Papers Folder 4- Correspondence.pdf	33	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	18
07-034	George Douglas Papers Folder 4- Correspondence.pdf	34	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	19
07-035	George Douglas Papers Folder 4- Correspondence.pdf	35	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	20
07-036	George Douglas Papers Folder 4- Correspondence.pdf	36	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	20
07-037	George Douglas Papers Folder 4- Correspondence.pdf	37	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	20
07-038	George Douglas Papers Folder 4- Correspondence.pdf	38	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	21
07-039	George Douglas Papers Folder 4- Correspondence.pdf	39	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	22
07-040	George Douglas Papers Folder 4- Correspondence.pdf	40	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	22
07-041	George Douglas Papers Folder 4- Correspondence.pdf	41	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	23
07-042	George Douglas Papers Folder 4- Correspondence.pdf	42	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	23
07-043	George Douglas Papers Folder 4- Correspondence.pdf	43	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	24
07-044	George Douglas Papers Folder 4- Correspondence.pdf	44	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	24
07-045	George Douglas Papers Folder 4- Correspondence.pdf	45	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	24
07-046	George Douglas Papers Folder 4- Correspondence.pdf	46	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	25
07-047	George Douglas Papers Folder 4- Correspondence.pdf	47	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	25
07-048	George Douglas Papers Folder 4- Correspondence.pdf	48	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	26
07-049	George Douglas Papers Folder 4- Correspondence.pdf	49	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	27
07-050	George Douglas Papers Folder 4- Correspondence.pdf	50	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	27
07-051	George Douglas Papers Folder 4- Correspondence.pdf	51	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	27
07-052	George Douglas Papers Folder 4- Correspondence.pdf	52	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	28
07-053	George Douglas Papers Folder 4- Correspondence.pdf	53	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	28
07-054	George Douglas Papers Folder 4- Correspondence.pdf	54	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	28
07-055	George Douglas Papers Folder 4- Correspondence.pdf	55	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	29
07-056	George Douglas Papers Folder 4- Correspondence.pdf	56	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	29
07-057	George Douglas Papers Folder 4- Correspondence.pdf	57	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	30
07-058	George Douglas Papers Folder 4- Correspondence.pdf	58	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	30
07-059	George Douglas Papers Folder 4- Correspondence.pdf	59	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	30
07-060	George Douglas Papers Folder 4- Correspondence.pdf	60	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	31
07-061	George Douglas Papers Folder 4- Correspondence.pdf	61	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	31
07-062	George Douglas Papers Folder 4- Correspondence.pdf	62	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	31
07-063	George Douglas Papers Folder 4- Correspondence.pdf	63	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	32
07-064	George Douglas Papers Folder 4- Correspondence.pdf	64	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	33
07-065	George Douglas Papers Folder 4- Correspondence.pdf	65	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	33
07-066	George Douglas Papers Folder 4- Correspondence.pdf	66	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	33
07-067	George Douglas Papers Folder 4- Correspondence.pdf	67	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	34
07-068	George Douglas Papers Folder 4- Correspondence.pdf	68	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	35
07-069	George Douglas Papers Folder 4- Correspondence.pdf	69	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	35
07-070	George Douglas Papers Folder 4- Correspondence.pdf	70	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	35
07-071	George Douglas Papers Folder 4- Correspondence.pdf	71	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	36
07-072	George Douglas Papers Folder 4- Correspondence.pdf	72	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	36
07-073	George Douglas Papers Folder 4- Correspondence.pdf	73	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	37
07-074	George Douglas Papers Folder 4- Correspondence.pdf	74	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	38
07-075	George Douglas Papers Folder 4- Correspondence.pdf	75	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	38
07-076	George Douglas Papers Folder 4- Correspondence.pdf	76	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	39
07-077	George Douglas Papers Folder 4- Correspondence.pdf	77	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	39
07-078	George Douglas Papers Folder 4- Correspondence.pdf	78	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	40
07-079	George Douglas Papers Folder 4- Correspondence.pdf	79	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	40
07-080	George Douglas Papers Folder 4- Correspondence.pdf	80	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	41
07-081	George Douglas Papers Folder 4- Correspondence.pdf	81	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	41
07-082	George Douglas Papers Folder 4- Correspondence.pdf	82	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	41
07-083	George Douglas Papers Folder 4- Correspondence.pdf	83	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	41
07-084	George Douglas Papers Folder 4- Correspondence.pdf	84	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	42
07-085	George Douglas Papers Folder 4- Correspondence.pdf	85	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	42
07-086	George Douglas Papers Folder 4- Correspondence.pdf	86	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	42
07-087	George Douglas Papers Folder 4- Correspondence.pdf	87	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	43
07-088	George Douglas Papers Folder 4- Correspondence.pdf	88	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	44
07-089	George Douglas Papers Folder 4- Correspondence.pdf	89	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	44
07-090	George Douglas Papers Folder 4- Correspondence.pdf	90	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	45
07-091	George Douglas Papers Folder 4- Correspondence.pdf	91	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	45
07-092	George Douglas Papers Folder 4- Correspondence.pdf	92	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	45
07-093	George Douglas Papers Folder 4- Correspondence.pdf	93	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	46
07-094	George Douglas Papers Folder 4- Correspondence.pdf	94	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	46
07-095	George Douglas Papers Folder 4- Correspondence.pdf	95	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	46
07-096	George Douglas Papers Folder 4- Correspondence.pdf	96	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	47
07-097	George Douglas Papers Folder 4- Correspondence.pdf	97	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	47
07-098	George Douglas Papers Folder 4- Correspondence.pdf	98	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	47
07-099	George Douglas Papers Folder 4- Correspondence.pdf	99	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	48
07-100	George Douglas Papers Folder 4- Correspondence.pdf	100	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	48
07-101	George Douglas Papers Folder 4- Correspondence.pdf	101	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	48
07-102	George Douglas Papers Folder 4- Correspondence.pdf	102	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	48
07-103	George Douglas Papers Folder 4- Correspondence.pdf	103	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	49
07-104	George Douglas Papers Folder 4- Correspondence.pdf	104	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	49
07-105	George Douglas Papers Folder 4- Correspondence.pdf	105	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	49
07-106	George Douglas Papers Folder 4- Correspondence.pdf	106	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	50
07-107	George Douglas Papers Folder 4- Correspondence.pdf	107	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	50
07-108	George Douglas Papers Folder 4- Correspondence.pdf	108	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	50
07-109	George Douglas Papers Folder 4- Correspondence.pdf	109	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	51
07-110	George Douglas Papers Folder 4- Correspondence.pdf	110	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	51
07-111	George Douglas Papers Folder 4- Correspondence.pdf	111	V	George-Douglas-Annotated-Transcription-Volume-V.pdf	52
08-001	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	1	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	4
08-002	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	2	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	4
08-003	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	3	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	4
08-004	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	4	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	5
08-005	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	5	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	5
08-006	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	6	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	6
08-007	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	7	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	7
08-008	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	8	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	7
08-009	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	9	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	8
08-010	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	10	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	8
08-011	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	11	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	9
08-012	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	12	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	10
08-013	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	13	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	10
08-014	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	14	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	11
08-015	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	15	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	12
08-016	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	16	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	12
08-017	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	17	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	13
08-018	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	18	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	14
08-019	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	19	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	14
08-020	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	20	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	15
08-021	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	21	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	16
08-022	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	22	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	16
08-023	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	23	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	17
08-024	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	24	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	18
08-025	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	25	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	18
08-026	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	26	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	19
08-027	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	27	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	20
08-028	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	28	VI	George-Douglas-Annotated-Transcription-Volume-VI.pdf	20
