page_id	source_pdf	source_scan_page	edition_volume	edition_pdf	entry_start_pdf_page
09-007	George Douglas Papers Folder 6 - Correspondence.pdf	7	VII	07-Folder-6.pdf	6
09-008	George Douglas Papers Folder 6 - Correspondence.pdf	8	VII	07-Folder-6.pdf	6
09-009	George Douglas Papers Folder 6 - Correspondence.pdf	9	VII	07-Folder-6.pdf	6
09-010	George Douglas Papers Folder 6 - Correspondence.pdf	10	VII	07-Folder-6.pdf	6
09-011	George Douglas Papers Folder 6 - Correspondence.pdf	11	VII	07-Folder-6.pdf	7
09-012	George Douglas Papers Folder 6 - Correspondence.pdf	12	VII	07-Folder-6.pdf	7
09-013	George Douglas Papers Folder 6 - Correspondence.pdf	13	VII	07-Folder-6.pdf	7
09-014	George Douglas Papers Folder 6 - Correspondence.pdf	14	VII	07-Folder-6.pdf	8
09-015	George Douglas Papers Folder 6 - Correspondence.pdf	15	VII	07-Folder-6.pdf	8
09-016	George Douglas Papers Folder 6 - Correspondence.pdf	16	VII	07-Folder-6.pdf	8
09-017	George Douglas Papers Folder 6 - Correspondence.pdf	17	VII	07-Folder-6.pdf	9
09-018	George Douglas Papers Folder 6 - Correspondence.pdf	18	VII	07-Folder-6.pdf	9
09-019	George Douglas Papers Folder 6 - Correspondence.pdf	19	VII	07-Folder-6.pdf	9
09-020	George Douglas Papers Folder 6 - Correspondence.pdf	20	VII	07-Folder-6.pdf	10
09-021	George Douglas Papers Folder 6 - Correspondence.pdf	21	VII	07-Folder-6.pdf	10
09-022	George Douglas Papers Folder 6 - Correspondence.pdf	22	VII	07-Folder-6.pdf	10
09-023	George Douglas Papers Folder 6 - Correspondence.pdf	23	VII	07-Folder-6.pdf	11
09-024	George Douglas Papers Folder 6 - Correspondence.pdf	24	VII	07-Folder-6.pdf	11
09-025	George Douglas Papers Folder 6 - Correspondence.pdf	25	VII	07-Folder-6.pdf	11
09-026	George Douglas Papers Folder 6 - Correspondence.pdf	26	VII	07-Folder-6.pdf	11
09-027	George Douglas Papers Folder 6 - Correspondence.pdf	27	VII	07-Folder-6.pdf	12
09-028	George Douglas Papers Folder 6 - Correspondence.pdf	28	VII	07-Folder-6.pdf	12
09-029	George Douglas Papers Folder 6 - Correspondence.pdf	29	VII	07-Folder-6.pdf	12
09-030	George Douglas Papers Folder 6 - Correspondence.pdf	30	VII	07-Folder-6.pdf	12
09-031	George Douglas Papers Folder 6 - Correspondence.pdf	31	VII	07-Folder-6.pdf	13
09-032	George Douglas Papers Folder 6 - Correspondence.pdf	32	VII	07-Folder-6.pdf	13
09-033	George Douglas Papers Folder 6 - Correspondence.pdf	33	VII	07-Folder-6.pdf	13
09-034	George Douglas Papers Folder 6 - Correspondence.pdf	34	VII	07-Folder-6.pdf	13
09-035	George Douglas Papers Folder 6 - Correspondence.pdf	35	VII	07-Folder-6.pdf	14
09-036	George Douglas Papers Folder 6 - Correspondence.pdf	36	VII	07-Folder-6.pdf	14
09-037	George Douglas Papers Folder 6 - Correspondence.pdf	37	VII	07-Folder-6.pdf	14
09-038	George Douglas Papers Folder 6 - Correspondence.pdf	38	VII	07-Folder-6.pdf	14
09-039	George Douglas Papers Folder 6 - Correspondence.pdf	39	VII	07-Folder-6.pdf	15
09-040	George Douglas Papers Folder 6 - Correspondence.pdf	40	VII	07-Folder-6.pdf	15
09-041	George Douglas Papers Folder 6 - Correspondence.pdf	41	VII	07-Folder-6.pdf	15
09-042	George Douglas Papers Folder 6 - Correspondence.pdf	42	VII	07-Folder-6.pdf	16
09-043	George Douglas Papers Folder 6 - Correspondence.pdf	43	VII	07-Folder-6.pdf	16
09-044	George Douglas Papers Folder 6 - Correspondence.pdf	44	VII	07-Folder-6.pdf	17
09-045	George Douglas Papers Folder 6 - Correspondence.pdf	45	VII	07-Folder-6.pdf	17
09-046	George Douglas Papers Folder 6 - Correspondence.pdf	46	VII	07-Folder-6.pdf	17
09-047	George Douglas Papers Folder 6 - Correspondence.pdf	47	VII	07-Folder-6.pdf	18
09-048	George Douglas Papers Folder 6 - Correspondence.pdf	48	VII	07-Folder-6.pdf	18
09-049	George Douglas Papers Folder 6 - Correspondence.pdf	49	VII	07-Folder-6.pdf	19
09-050	George Douglas Papers Folder 6 - Correspondence.pdf	50	VII	07-Folder-6.pdf	19
09-051	George Douglas Papers Folder 6 - Correspondence.pdf	51	VII	07-Folder-6.pdf	20
09-052	George Douglas Papers Folder 6 - Correspondence.pdf	52	VII	07-Folder-6.pdf	20
09-053	George Douglas Papers Folder 6 - Correspondence.pdf	53	VII	07-Folder-6.pdf	20
09-054	George Douglas Papers Folder 6 - Correspondence.pdf	54	VII	07-Folder-6.pdf	20
09-055	George Douglas Papers Folder 6 - Correspondence.pdf	55	VII	07-Folder-6.pdf	20
09-056	George Douglas Papers Folder 6 - Correspondence.pdf	56	VII	07-Folder-6.pdf	21
09-057	George Douglas Papers Folder 6 - Correspondence.pdf	57	VII	07-Folder-6.pdf	21
09-058	George Douglas Papers Folder 6 - Correspondence.pdf	58	VII	07-Folder-6.pdf	21
09-059	George Douglas Papers Folder 6 - Correspondence.pdf	59	VII	07-Folder-6.pdf	22
09-060	George Douglas Papers Folder 6 - Correspondence.pdf	60	VII	07-Folder-6.pdf	22
09-061	George Douglas Papers Folder 6 - Correspondence.pdf	61	VII	07-Folder-6.pdf	22
09-062	George Douglas Papers Folder 6 - Correspondence.pdf	62	VII	07-Folder-6.pdf	23
09-063	George Douglas Papers Folder 6 - Correspondence.pdf	63	VII	07-Folder-6.pdf	23
09-064	George Douglas Papers Folder 6 - Correspondence.pdf	64	VII	07-Folder-6.pdf	24
09-065	George Douglas Papers Folder 6 - Correspondence.pdf	65	VII	07-Folder-6.pdf	24
09-066	George Douglas Papers Folder 6 - Correspondence.pdf	66	VII	07-Folder-6.pdf	24
09-067	George Douglas Papers Folder 6 - Correspondence.pdf	67	VII	07-Folder-6.pdf	25
09-068	George Douglas Papers Folder 6 - Correspondence.pdf	68	VII	07-Folder-6.pdf	25
09-069	George Douglas Papers Folder 6 - Correspondence.pdf	69	VII	07-Folder-6.pdf	25
09-070	George Douglas Papers Folder 6 - Correspondence.pdf	70	VII	07-Folder-6.pdf	26
09-071	George Douglas Papers Folder 6 - Correspondence.pdf	71	VII	07-Folder-6.pdf	26
09-072	George Douglas Papers Folder 6 - Correspondence.pdf	72	VII	07-Folder-6.pdf	26
09-073	George Douglas Papers Folder 6 - Correspondence.pdf	73	VII	07-Folder-6.pdf	27
09-074	George Douglas Papers Folder 6 - Correspondence.pdf	74	VII	07-Folder-6.pdf	27
09-075	George Douglas Papers Folder 6 - Correspondence.pdf	75	VII	07-Folder-6.pdf	27
09-076	George Douglas Papers Folder 6 - Correspondence.pdf	76	VII	07-Folder-6.pdf	28
09-077	George Douglas Papers Folder 6 - Correspondence.pdf	77	VII	07-Folder-6.pdf	28
09-078	George Douglas Papers Folder 6 - Correspondence.pdf	78	VII	07-Folder-6.pdf	28
09-079	George Douglas Papers Folder 6 - Correspondence.pdf	79	VII	07-Folder-6.pdf	29
09-080	George Douglas Papers Folder 6 - Correspondence.pdf	80	VII	07-Folder-6.pdf	29
09-081	George Douglas Papers Folder 6 - Correspondence.pdf	81	VII	07-Folder-6.pdf	29
09-082	George Douglas Papers Folder 6 - Correspondence.pdf	82	VII	07-Folder-6.pdf	30
09-083	George Douglas Papers Folder 6 - Correspondence.pdf	83	VII	07-Folder-6.pdf	30
09-084	George Douglas Papers Folder 6 - Correspondence.pdf	84	VII	07-Folder-6.pdf	30
09-085	George Douglas Papers Folder 6 - Correspondence.pdf	85	VII	07-Folder-6.pdf	31
09-086	George Douglas Papers Folder 6 - Correspondence.pdf	86	VII	07-Folder-6.pdf	31
09-087	George Douglas Papers Folder 6 - Correspondence.pdf	87	VII	07-Folder-6.pdf	31
09-088	George Douglas Papers Folder 6 - Correspondence.pdf	88	VII	07-Folder-6.pdf	32
09-089	George Douglas Papers Folder 6 - Correspondence.pdf	89	VII	07-Folder-6.pdf	32
09-090	George Douglas Papers Folder 6 - Correspondence.pdf	90	VII	07-Folder-6.pdf	32
09-091	George Douglas Papers Folder 6 - Correspondence.pdf	91	VII	07-Folder-6.pdf	33
09-092	George Douglas Papers Folder 6 - Correspondence.pdf	92	VII	07-Folder-6.pdf	33
09-093	George Douglas Papers Folder 6 - Correspondence.pdf	93	VII	07-Folder-6.pdf	33
09-094	George Douglas Papers Folder 6 - Correspondence.pdf	94	VII	07-Folder-6.pdf	34
09-095	George Douglas Papers Folder 6 - Correspondence.pdf	95	VII	07-Folder-6.pdf	34
09-096	George Douglas Papers Folder 6 - Correspondence.pdf	96	VII	07-Folder-6.pdf	34
09-097	George Douglas Papers Folder 6 - Correspondence.pdf	97	VII	07-Folder-6.pdf	35
09-098	George Douglas Papers Folder 6 - Correspondence.pdf	98	VII	07-Folder-6.pdf	35
09-099	George Douglas Papers Folder 6 - Correspondence.pdf	99	VII	07-Folder-6.pdf	35
09-100	George Douglas Papers Folder 6 - Correspondence.pdf	100	VII	07-Folder-6.pdf	36
09-101	George Douglas Papers Folder 6 - Correspondence.pdf	101	VII	07-Folder-6.pdf	36
09-102	George Douglas Papers Folder 6 - Correspondence.pdf	102	VII	07-Folder-6.pdf	37
09-103	George Douglas Papers Folder 6 - Correspondence.pdf	103	VII	07-Folder-6.pdf	37
09-104	George Douglas Papers Folder 6 - Correspondence.pdf	104	VII	07-Folder-6.pdf	37
09-105	George Douglas Papers Folder 6 - Correspondence.pdf	105	VII	07-Folder-6.pdf	37
09-106	George Douglas Papers Folder 6 - Correspondence.pdf	106	VII	07-Folder-6.pdf	38
09-107	George Douglas Papers Folder 6 - Correspondence.pdf	107	VII	07-Folder-6.pdf	38
09-108	George Douglas Papers Folder 6 - Correspondence.pdf	108	VII	07-Folder-6.pdf	38
09-109	George Douglas Papers Folder 6 - Correspondence.pdf	109	VII	07-Folder-6.pdf	39
09-110	George Douglas Papers Folder 6 - Correspondence.pdf	110	VII	07-Folder-6.pdf	39
09-111	George Douglas Papers Folder 6 - Correspondence.pdf	111	VII	07-Folder-6.pdf	39
09-112	George Douglas Papers Folder 6 - Correspondence.pdf	112	VII	07-Folder-6.pdf	39
09-113	George Douglas Papers Folder 6 - Correspondence.pdf	113	VII	07-Folder-6.pdf	40
09-114	George Douglas Papers Folder 6 - Correspondence.pdf	114	VII	07-Folder-6.pdf	40
09-115	George Douglas Papers Folder 6 - Correspondence.pdf	115	VII	07-Folder-6.pdf	41
09-116	George Douglas Papers Folder 6 - Correspondence.pdf	116	VII	07-Folder-6.pdf	41
09-117	George Douglas Papers Folder 6 - Correspondence.pdf	117	VII	07-Folder-6.pdf	41
09-118	George Douglas Papers Folder 6 - Correspondence.pdf	118	VII	07-Folder-6.pdf	42
09-119	George Douglas Papers Folder 6 - Correspondence.pdf	119	VII	07-Folder-6.pdf	42
09-120	George Douglas Papers Folder 6 - Correspondence.pdf	120	VII	07-Folder-6.pdf	42
09-121	George Douglas Papers Folder 6 - Correspondence.pdf	121	VII	07-Folder-6.pdf	43
09-122	George Douglas Papers Folder 6 - Correspondence.pdf	122	VII	07-Folder-6.pdf	43
09-123	George Douglas Papers Folder 6 - Correspondence.pdf	123	VII	07-Folder-6.pdf	44
09-124	George Douglas Papers Folder 6 - Correspondence.pdf	124	VII	07-Folder-6.pdf	44
09-125	George Douglas Papers Folder 6 - Correspondence.pdf	125	VII	07-Folder-6.pdf	45
09-126	George Douglas Papers Folder 6 - Correspondence.pdf	126	VII	07-Folder-6.pdf	45
09-127	George Douglas Papers Folder 6 - Correspondence.pdf	127	VII	07-Folder-6.pdf	45
09-128	George Douglas Papers Folder 6 - Correspondence.pdf	128	VII	07-Folder-6.pdf	46
09-129	George Douglas Papers Folder 6 - Correspondence.pdf	129	VII	07-Folder-6.pdf	46
09-130	George Douglas Papers Folder 6 - Correspondence.pdf	130	VII	07-Folder-6.pdf	46
09-131	George Douglas Papers Folder 6 - Correspondence.pdf	131	VII	07-Folder-6.pdf	47
09-132	George Douglas Papers Folder 6 - Correspondence.pdf	132	VII	07-Folder-6.pdf	47
09-133	George Douglas Papers Folder 6 - Correspondence.pdf	133	VII	07-Folder-6.pdf	47
09-134	George Douglas Papers Folder 6 - Correspondence.pdf	134	VII	07-Folder-6.pdf	48
10-001	George Douglas Papers Folder 7 - Poems Etc.pdf	1	VIII	08-Poems-and-Other-Writings.pdf	4
10-002	George Douglas Papers Folder 7 - Poems Etc.pdf	2	VIII	08-Poems-and-Other-Writings.pdf	4
10-003	George Douglas Papers Folder 7 - Poems Etc.pdf	3	VIII	08-Poems-and-Other-Writings.pdf	4
10-004	George Douglas Papers Folder 7 - Poems Etc.pdf	4	VIII	08-Poems-and-Other-Writings.pdf	4
10-005	George Douglas Papers Folder 7 - Poems Etc.pdf	5	VIII	08-Poems-and-Other-Writings.pdf	5
10-006	George Douglas Papers Folder 7 - Poems Etc.pdf	6	VIII	08-Poems-and-Other-Writings.pdf	5
10-007	George Douglas Papers Folder 7 - Poems Etc.pdf	7	VIII	08-Poems-and-Other-Writings.pdf	5
10-008	George Douglas Papers Folder 7 - Poems Etc.pdf	8	VIII	08-Poems-and-Other-Writings.pdf	6
10-009	George Douglas Papers Folder 7 - Poems Etc.pdf	9	VIII	08-Poems-and-Other-Writings.pdf	6
10-010	George Douglas Papers Folder 7 - Poems Etc.pdf	10	VIII	08-Poems-and-Other-Writings.pdf	6
10-011	George Douglas Papers Folder 7 - Poems Etc.pdf	11	VIII	08-Poems-and-Other-Writings.pdf	6
10-012	George Douglas Papers Folder 7 - Poems Etc.pdf	12	VIII	08-Poems-and-Other-Writings.pdf	7
10-013	George Douglas Papers Folder 7 - Poems Etc.pdf	13	VIII	08-Poems-and-Other-Writings.pdf	7
10-014	George Douglas Papers Folder 7 - Poems Etc.pdf	14	VIII	08-Poems-and-Other-Writings.pdf	8
10-015	George Douglas Papers Folder 7 - Poems Etc.pdf	15	VIII	08-Poems-and-Other-Writings.pdf	8
10-016	George Douglas Papers Folder 7 - Poems Etc.pdf	16	VIII	08-Poems-and-Other-Writings.pdf	8
10-017	George Douglas Papers Folder 7 - Poems Etc.pdf	17	VIII	08-Poems-and-Other-Writings.pdf	9
10-018	George Douglas Papers Folder 7 - Poems Etc.pdf	18	VIII	08-Poems-and-Other-Writings.pdf	9
10-019	George Douglas Papers Folder 7 - Poems Etc.pdf	19	VIII	08-Poems-and-Other-Writings.pdf	9
10-020	George Douglas Papers Folder 7 - Poems Etc.pdf	20	VIII	08-Poems-and-Other-Writings.pdf	10
10-021	George Douglas Papers Folder 7 - Poems Etc.pdf	21	VIII	08-Poems-and-Other-Writings.pdf	10
10-022	George Douglas Papers Folder 7 - Poems Etc.pdf	22	VIII	08-Poems-and-Other-Writings.pdf	10
10-023	George Douglas Papers Folder 7 - Poems Etc.pdf	23	VIII	08-Poems-and-Other-Writings.pdf	11
10-024	George Douglas Papers Folder 7 - Poems Etc.pdf	24	VIII	08-Poems-and-Other-Writings.pdf	11
10-025	George Douglas Papers Folder 7 - Poems Etc.pdf	25	VIII	08-Poems-and-Other-Writings.pdf	11
10-026	George Douglas Papers Folder 7 - Poems Etc.pdf	26	VIII	08-Poems-and-Other-Writings.pdf	12
10-027	George Douglas Papers Folder 7 - Poems Etc.pdf	27	VIII	08-Poems-and-Other-Writings.pdf	12
10-028	George Douglas Papers Folder 7 - Poems Etc.pdf	28	VIII	08-Poems-and-Other-Writings.pdf	13
10-029	George Douglas Papers Folder 7 - Poems Etc.pdf	29	VIII	08-Poems-and-Other-Writings.pdf	13
10-030	George Douglas Papers Folder 7 - Poems Etc.pdf	30	VIII	08-Poems-and-Other-Writings.pdf	13
10-031	George Douglas Papers Folder 7 - Poems Etc.pdf	31	VIII	08-Poems-and-Other-Writings.pdf	13
10-032	George Douglas Papers Folder 7 - Poems Etc.pdf	32	VIII	08-Poems-and-Other-Writings.pdf	14
10-033	George Douglas Papers Folder 7 - Poems Etc.pdf	33	VIII	08-Poems-and-Other-Writings.pdf	14
10-034	George Douglas Papers Folder 7 - Poems Etc.pdf	34	VIII	08-Poems-and-Other-Writings.pdf	14
10-035	George Douglas Papers Folder 7 - Poems Etc.pdf	35	VIII	08-Poems-and-Other-Writings.pdf	14
10-036	George Douglas Papers Folder 7 - Poems Etc.pdf	36	VIII	08-Poems-and-Other-Writings.pdf	15
10-037	George Douglas Papers Folder 7 - Poems Etc.pdf	37	VIII	08-Poems-and-Other-Writings.pdf	15
10-038	George Douglas Papers Folder 7 - Poems Etc.pdf	38	VIII	08-Poems-and-Other-Writings.pdf	16
10-039	George Douglas Papers Folder 7 - Poems Etc.pdf	39	VIII	08-Poems-and-Other-Writings.pdf	16
10-040	George Douglas Papers Folder 7 - Poems Etc.pdf	40	VIII	08-Poems-and-Other-Writings.pdf	17
10-041	George Douglas Papers Folder 7 - Poems Etc.pdf	41	VIII	08-Poems-and-Other-Writings.pdf	17
10-042	George Douglas Papers Folder 7 - Poems Etc.pdf	42	VIII	08-Poems-and-Other-Writings.pdf	17
10-043	George Douglas Papers Folder 7 - Poems Etc.pdf	43	VIII	08-Poems-and-Other-Writings.pdf	18
10-044	George Douglas Papers Folder 7 - Poems Etc.pdf	44	VIII	08-Poems-and-Other-Writings.pdf	18
10-045	George Douglas Papers Folder 7 - Poems Etc.pdf	45	VIII	08-Poems-and-Other-Writings.pdf	18
10-046	George Douglas Papers Folder 7 - Poems Etc.pdf	46	VIII	08-Poems-and-Other-Writings.pdf	19
10-047	George Douglas Papers Folder 7 - Poems Etc.pdf	47	VIII	08-Poems-and-Other-Writings.pdf	21
10-048	George Douglas Papers Folder 7 - Poems Etc.pdf	48	VIII	08-Poems-and-Other-Writings.pdf	21
10-049	George Douglas Papers Folder 7 - Poems Etc.pdf	49	VIII	08-Poems-and-Other-Writings.pdf	22
10-050	George Douglas Papers Folder 7 - Poems Etc.pdf	50	VIII	08-Poems-and-Other-Writings.pdf	23
10-051	George Douglas Papers Folder 7 - Poems Etc.pdf	51	VIII	08-Poems-and-Other-Writings.pdf	23
10-052	George Douglas Papers Folder 7 - Poems Etc.pdf	52	VIII	08-Poems-and-Other-Writings.pdf	24
10-053	George Douglas Papers Folder 7 - Poems Etc.pdf	53	VIII	08-Poems-and-Other-Writings.pdf	25
10-054	George Douglas Papers Folder 7 - Poems Etc.pdf	54	VIII	08-Poems-and-Other-Writings.pdf	26
10-055	George Douglas Papers Folder 7 - Poems Etc.pdf	55	VIII	08-Poems-and-Other-Writings.pdf	26
10-056	George Douglas Papers Folder 7 - Poems Etc.pdf	56	VIII	08-Poems-and-Other-Writings.pdf	27
10-057	George Douglas Papers Folder 7 - Poems Etc.pdf	57	VIII	08-Poems-and-Other-Writings.pdf	28
10-058	George Douglas Papers Folder 7 - Poems Etc.pdf	58	VIII	08-Poems-and-Other-Writings.pdf	29
10-059	George Douglas Papers Folder 7 - Poems Etc.pdf	59	VIII	08-Poems-and-Other-Writings.pdf	29
10-060	George Douglas Papers Folder 7 - Poems Etc.pdf	60	VIII	08-Poems-and-Other-Writings.pdf	30
10-061	George Douglas Papers Folder 7 - Poems Etc.pdf	61	VIII	08-Poems-and-Other-Writings.pdf	31
10-062	George Douglas Papers Folder 7 - Poems Etc.pdf	62	VIII	08-Poems-and-Other-Writings.pdf	32
10-063	George Douglas Papers Folder 7 - Poems Etc.pdf	63	VIII	08-Poems-and-Other-Writings.pdf	33
10-064	George Douglas Papers Folder 7 - Poems Etc.pdf	64	VIII	08-Poems-and-Other-Writings.pdf	33
10-065	George Douglas Papers Folder 7 - Poems Etc.pdf	65	VIII	08-Poems-and-Other-Writings.pdf	34
10-066	George Douglas Papers Folder 7 - Poems Etc.pdf	66	VIII	08-Poems-and-Other-Writings.pdf	34
10-067	George Douglas Papers Folder 7 - Poems Etc.pdf	67	VIII	08-Poems-and-Other-Writings.pdf	35
10-068	George Douglas Papers Folder 7 - Poems Etc.pdf	68	VIII	08-Poems-and-Other-Writings.pdf	36
10-069	George Douglas Papers Folder 7 - Poems Etc.pdf	69	VIII	08-Poems-and-Other-Writings.pdf	37
10-070	George Douglas Papers Folder 7 - Poems Etc.pdf	70	VIII	08-Poems-and-Other-Writings.pdf	38
10-071	George Douglas Papers Folder 7 - Poems Etc.pdf	71	VIII	08-Poems-and-Other-Writings.pdf	38
10-072	George Douglas Papers Folder 7 - Poems Etc.pdf	72	VIII	08-Poems-and-Other-Writings.pdf	39
10-073	George Douglas Papers Folder 7 - Poems Etc.pdf	73	VIII	08-Poems-and-Other-Writings.pdf	39
10-074	George Douglas Papers Folder 7 - Poems Etc.pdf	74	VIII	08-Poems-and-Other-Writings.pdf	40
10-075	George Douglas Papers Folder 7 - Poems Etc.pdf	75	VIII	08-Poems-and-Other-Writings.pdf	40
10-076	George Douglas Papers Folder 7 - Poems Etc.pdf	76	VIII	08-Poems-and-Other-Writings.pdf	41
10-077	George Douglas Papers Folder 7 - Poems Etc.pdf	77	VIII	08-Poems-and-Other-Writings.pdf	42
10-078	George Douglas Papers Folder 7 - Poems Etc.pdf	78	VIII	08-Poems-and-Other-Writings.pdf	42
10-079	George Douglas Papers Folder 7 - Poems Etc.pdf	79	VIII	08-Poems-and-Other-Writings.pdf	43
10-080	George Douglas Papers Folder 7 - Poems Etc.pdf	80	VIII	08-Poems-and-Other-Writings.pdf	44
10-081	George Douglas Papers Folder 7 - Poems Etc.pdf	81	VIII	08-Poems-and-Other-Writings.pdf	45
10-082	George Douglas Papers Folder 7 - Poems Etc.pdf	82	VIII	08-Poems-and-Other-Writings.pdf	45
10-083	George Douglas Papers Folder 7 - Poems Etc.pdf	83	VIII	08-Poems-and-Other-Writings.pdf	46
10-084	George Douglas Papers Folder 7 - Poems Etc.pdf	84	VIII	08-Poems-and-Other-Writings.pdf	47
10-085	George Douglas Papers Folder 7 - Poems Etc.pdf	85	VIII	08-Poems-and-Other-Writings.pdf	48
10-086	George Douglas Papers Folder 7 - Poems Etc.pdf	86	VIII	08-Poems-and-Other-Writings.pdf	48
10-087	George Douglas Papers Folder 7 - Poems Etc.pdf	87	VIII	08-Poems-and-Other-Writings.pdf	49
10-088	George Douglas Papers Folder 7 - Poems Etc.pdf	88	VIII	08-Poems-and-Other-Writings.pdf	50
10-089	George Douglas Papers Folder 7 - Poems Etc.pdf	89	VIII	08-Poems-and-Other-Writings.pdf	51
10-090	George Douglas Papers Folder 7 - Poems Etc.pdf	90	VIII	08-Poems-and-Other-Writings.pdf	52
10-091	George Douglas Papers Folder 7 - Poems Etc.pdf	91	VIII	08-Poems-and-Other-Writings.pdf	52
10-092	George Douglas Papers Folder 7 - Poems Etc.pdf	92	VIII	08-Poems-and-Other-Writings.pdf	53
10-093	George Douglas Papers Folder 7 - Poems Etc.pdf	93	VIII	08-Poems-and-Other-Writings.pdf	54
10-094	George Douglas Papers Folder 7 - Poems Etc.pdf	94	VIII	08-Poems-and-Other-Writings.pdf	55
10-095	George Douglas Papers Folder 7 - Poems Etc.pdf	95	VIII	08-Poems-and-Other-Writings.pdf	56
10-096	George Douglas Papers Folder 7 - Poems Etc.pdf	96	VIII	08-Poems-and-Other-Writings.pdf	57
10-097	George Douglas Papers Folder 7 - Poems Etc.pdf	97	VIII	08-Poems-and-Other-Writings.pdf	57
10-098	George Douglas Papers Folder 7 - Poems Etc.pdf	98	VIII	08-Poems-and-Other-Writings.pdf	58
10-099	George Douglas Papers Folder 7 - Poems Etc.pdf	99	VIII	08-Poems-and-Other-Writings.pdf	59
10-100	George Douglas Papers Folder 7 - Poems Etc.pdf	100	VIII	08-Poems-and-Other-Writings.pdf	59
10-101	George Douglas Papers Folder 7 - Poems Etc.pdf	101	VIII	08-Poems-and-Other-Writings.pdf	60
10-102	George Douglas Papers Folder 7 - Poems Etc.pdf	102	VIII	08-Poems-and-Other-Writings.pdf	61
10-103	George Douglas Papers Folder 7 - Poems Etc.pdf	103	VIII	08-Poems-and-Other-Writings.pdf	62
10-104	George Douglas Papers Folder 7 - Poems Etc.pdf	104	VIII	08-Poems-and-Other-Writings.pdf	62
10-105	George Douglas Papers Folder 7 - Poems Etc.pdf	105	VIII	08-Poems-and-Other-Writings.pdf	63
10-106	George Douglas Papers Folder 7 - Poems Etc.pdf	106	VIII	08-Poems-and-Other-Writings.pdf	64
10-107	George Douglas Papers Folder 7 - Poems Etc.pdf	107	VIII	08-Poems-and-Other-Writings.pdf	65
10-108	George Douglas Papers Folder 7 - Poems Etc.pdf	108	VIII	08-Poems-and-Other-Writings.pdf	66
10-109	George Douglas Papers Folder 7 - Poems Etc.pdf	109	VIII	08-Poems-and-Other-Writings.pdf	66
10-110	George Douglas Papers Folder 7 - Poems Etc.pdf	110	VIII	08-Poems-and-Other-Writings.pdf	67
10-111	George Douglas Papers Folder 7 - Poems Etc.pdf	111	VIII	08-Poems-and-Other-Writings.pdf	68
10-112	George Douglas Papers Folder 7 - Poems Etc.pdf	112	VIII	08-Poems-and-Other-Writings.pdf	69
10-113	George Douglas Papers Folder 7 - Poems Etc.pdf	113	VIII	08-Poems-and-Other-Writings.pdf	69
10-114	George Douglas Papers Folder 7 - Poems Etc.pdf	114	VIII	08-Poems-and-Other-Writings.pdf	70
10-115	George Douglas Papers Folder 7 - Poems Etc.pdf	115	VIII	08-Poems-and-Other-Writings.pdf	71
10-116	George Douglas Papers Folder 7 - Poems Etc.pdf	116	VIII	08-Poems-and-Other-Writings.pdf	72
10-117	George Douglas Papers Folder 7 - Poems Etc.pdf	117	VIII	08-Poems-and-Other-Writings.pdf	72
10-118	George Douglas Papers Folder 7 - Poems Etc.pdf	118	VIII	08-Poems-and-Other-Writings.pdf	73
10-119	George Douglas Papers Folder 7 - Poems Etc.pdf	119	VIII	08-Poems-and-Other-Writings.pdf	74
10-120	George Douglas Papers Folder 7 - Poems Etc.pdf	120	VIII	08-Poems-and-Other-Writings.pdf	75
10-121	George Douglas Papers Folder 7 - Poems Etc.pdf	121	VIII	08-Poems-and-Other-Writings.pdf	75
10-122	George Douglas Papers Folder 7 - Poems Etc.pdf	122	VIII	08-Poems-and-Other-Writings.pdf	76
10-123	George Douglas Papers Folder 7 - Poems Etc.pdf	123	VIII	08-Poems-and-Other-Writings.pdf	77
10-124	George Douglas Papers Folder 7 - Poems Etc.pdf	124	VIII	08-Poems-and-Other-Writings.pdf	78
10-125	George Douglas Papers Folder 7 - Poems Etc.pdf	125	VIII	08-Poems-and-Other-Writings.pdf	79
10-126	George Douglas Papers Folder 7 - Poems Etc.pdf	126	VIII	08-Poems-and-Other-Writings.pdf	79
10-127	George Douglas Papers Folder 7 - Poems Etc.pdf	127	VIII	08-Poems-and-Other-Writings.pdf	80
10-128	George Douglas Papers Folder 7 - Poems Etc.pdf	128	VIII	08-Poems-and-Other-Writings.pdf	81
10-129	George Douglas Papers Folder 7 - Poems Etc.pdf	129	VIII	08-Poems-and-Other-Writings.pdf	82
10-130	George Douglas Papers Folder 7 - Poems Etc.pdf	130	VIII	08-Poems-and-Other-Writings.pdf	83
10-131	George Douglas Papers Folder 7 - Poems Etc.pdf	131	VIII	08-Poems-and-Other-Writings.pdf	83
10-132	George Douglas Papers Folder 7 - Poems Etc.pdf	132	VIII	08-Poems-and-Other-Writings.pdf	84
10-133	George Douglas Papers Folder 7 - Poems Etc.pdf	133	VIII	08-Poems-and-Other-Writings.pdf	85
